Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Title	Annotator
wohlriechend	Pulver	Kleidern									MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtan_potentially_smelly_passages_958.txt	annotator11.tsv
wohlriechende	Seyffe			fuͤrtreffliche							MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtan_potentially_smelly_passages_958.txt	annotator11.tsv
Geruch				edler			du				MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtan_potentially_smelly_passages_958.txt	annotator9.tsv
Aroma				künſtliches							HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtba_potentially_smelly_passages_139.txt	annotator11.tsv
wohl riechende	Spaniſche Maſſa										MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtal_potentially_smelly_passages_2406.txt	annotator11.tsv
Geruch											MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtal_potentially_smelly_passages_2406.txt	annotator11.tsv
riechende	Spaniſche Maſſa			wohl							MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtal_potentially_smelly_passages_2406.txt	annotator9.tsv
Geruch	Pulver			angenehmen | wohl	dem Kopff zutraͤglichen						MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtal_potentially_smelly_passages_2406.txt	annotator9.tsv
Geruches	Kaffees			brenzlichen				Wird das Brennen zu weit fortgeſetzt			HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtaz_potentially_smelly_passages_1118.txt	annotator11.tsv
Aroma	Kaffees			angenehme							HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtaz_potentially_smelly_passages_1118.txt	annotator11.tsv
Aroma											HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtaz_potentially_smelly_passages_1118.txt	annotator11.tsv
Gerüche	Kaffee							gebrannte			HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtaz_potentially_smelly_passages_1118.txt	annotator11.tsv
wohlriechenderen	Kaffee										HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtaz_potentially_smelly_passages_1118.txt	annotator11.tsv
Geruches	Kaffees			brenzlichen				Wird das Brennen zu weit fortgeſetzt			HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtaz_potentially_smelly_passages_1118.txt	annotator9.tsv
Gerüche	aus ſeiner Umgebung	Kaffee			weshalb er in hermetiſch ſchließenden Büchſen aufbewahrt werden muß | Dieſes Aroma iſt überhaupt ſehr empfindlich und geht häufig auch dadurch verloren				Umgebung		HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtaz_potentially_smelly_passages_1118.txt	annotator9.tsv
wohlriechenderen	Kaffee			wohlriechenderen					Prag und Karlsbad		HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtaz_potentially_smelly_passages_1118.txt	annotator9.tsv
wohl - riechenden	Moß-Puder			guten | guten							MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtaj_potentially_smelly_passages_1500.txt	annotator11.tsv
riechenden	Moß-Puder			wohl						endlich	MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtaj_potentially_smelly_passages_1500.txt	annotator9.tsv
riechender	Materie			wol							TRAVEL_ETHNOGRAPHY_026G 1647 Adam Olearius Offt begehrte Beschreibung Der Newen Orientalischen Rejse. Schleswig, 1647..txtbi_potentially_smelly_passages_796.txt	annotator9.tsv
wohl - riechenden	Sachen | Wachol - derſtraͤuchen | Wacholdern | balſamus floridiſſimus | ſtets gruͤnender Balſam										MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtag_potentially_smelly_passages_1711.txt	annotator11.tsv
wohlriechenden	Sa - chen | Sa - chen										MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtag_potentially_smelly_passages_1711.txt	annotator11.tsv
wohlriechenden	Sa - chen		Spiritus								MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtag_potentially_smelly_passages_1711.txt	annotator11.tsv
riechenden	Sachen			wohl	alſo die kalte und dicke Lufft zertrennen und corrigiren			Bey truͤber kalter und naſſer Lufft	ihre Stuben und Gemaͤcher		MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtag_potentially_smelly_passages_1711.txt	annotator9.tsv
wohlriechenden	Sa - chen			wohlriechenden					ſeine Stuben		MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtag_potentially_smelly_passages_1711.txt	annotator9.tsv
wohlriechenden	Sa - chen			wohlriechenden							MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtag_potentially_smelly_passages_1711.txt	annotator9.tsv
Geruch	gerösteter Brotscheiben	den Raum						Ofen			LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtaa_potentially_smelly_passages_2556.txt	annotator9.tsv
Geruch	winzigen Ofen					gerösteter Brotscheiben			Raum		LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtaa_potentially_smelly_passages_2556.txt	ger.tsv
verdufteten	ſilberne Weisheit			verdufteten							LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtai_potentially_smelly_passages_2385.txt	annotator9.tsv
stinkenden	bösen Wetter			stinkenden	nicht gekommen | nicht gekommen				Tiefe		TRAVEL_ETHNOGRAPHY_062G 1842 Gustav Rose Reise nach dem Ural, dem Altai und dem Kaspischen Meere. Band 2. Berlin, 1842.txtal_potentially_smelly_passages_2059.txt	annotator9.tsv
Duft	Himmels - ſchlüſſel			ſanften | freundlichen							LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtaj_potentially_smelly_passages_1335.txt	annotator11.tsv
duftenden	Orangenbaum		ich						Schatten		LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtab_potentially_smelly_passages_1740.txt	annotator11.tsv
duftenden	Orangenbaum	Schatten	ich	duftenden				blühte der Orangenbaum	in meinem Zimmer	Im Früh - jahr	LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtab_potentially_smelly_passages_1740.txt	annotator9.tsv
Leichengeruch	Leichengeruch								Raum		LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtab_potentially_smelly_passages_1508.txt	annotator9.tsv
Leichengeruch									Raum		LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtab_potentially_smelly_passages_1508.txt	ger.tsv
geruch	Sprit										HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtay_potentially_smelly_passages_63.txt	annotator11.tsv
geſchmackloſer				geruch | geruch							HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtay_potentially_smelly_passages_63.txt	annotator11.tsv
geruch	Sprit			geruch				deſtilliert			HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtay_potentially_smelly_passages_63.txt	annotator9.tsv
Geruch	Tabakdampfes			angenehmen							HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtaz_potentially_smelly_passages_1123.txt	annotator11.tsv
Tabakgeruch	Nikotin | Öl			betäubendem							HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtaz_potentially_smelly_passages_1123.txt	annotator11.tsv
Geruch	des Tabakdampfes	Nikotianin oder der Tabakskampfer		angenehmen							HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtaz_potentially_smelly_passages_1123.txt	annotator9.tsv
Tabakgeruch	Tabakgeruch			betäubendem							HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtaz_potentially_smelly_passages_1123.txt	annotator9.tsv
riecht	es					nach Os - N003 mium		wenn man es fein zerrieben hat | Im Kolben mit Salpeter geschmolzen			TRAVEL_ETHNOGRAPHY_062G 1842 Gustav Rose Reise nach dem Ural, dem Altai und dem Kaspischen Meere. Band 2. Berlin, 1842.txtaq_potentially_smelly_passages_2127.txt	annotator9.tsv
riechenden	Schleim			säuerlich							MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtai_potentially_smelly_passages_857.txt	annotator11.tsv
riechenden	Schleim			säuerlich							MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtai_potentially_smelly_passages_857.txt	annotator9.tsv
wohlriechende	Wurzel										HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtaj_potentially_smelly_passages_1675.txt	annotator11.tsv
wohlriechende	Wurzel			wohlriechende							HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtaj_potentially_smelly_passages_1675.txt	annotator9.tsv
Geruch	er | Sake , vielleicht ein Cabliau				ſeinen Namen	wie das Getraͤnk Sake					TRAVEL_ETHNOGRAPHY_052G 1777 Engelbert Kaempfer Geschichte und Beschreibung von Japan. Hrsg. v. Christian Wilhelm von Dohm. Bd. 1. Lemgo, 1777.txtak_potentially_smelly_passages_1146.txt	annotator9.tsv
riecht	er | Sake , vielleicht ein Cabliau					wie das Getraͤnk Sake					TRAVEL_ETHNOGRAPHY_052G 1777 Engelbert Kaempfer Geschichte und Beschreibung von Japan. Hrsg. v. Christian Wilhelm von Dohm. Bd. 1. Lemgo, 1777.txtak_potentially_smelly_passages_1146.txt	annotator9.tsv
Ge - ruchs	Angiers / Roſen / Lilien / Jaſminen / Violen / vnd andere dergleichen			ſtarcken boͤſen							TRAVEL_ETHNOGRAPHY_024G 1631 Johann Ludwig Gottfried Newe Welt Vnd Americanische Historien. Frankfurt (Main), 1631..txtac_potentially_smelly_passages_1766.txt	annotator9.tsv
riechen	welche			ſehr lieblich							TRAVEL_ETHNOGRAPHY_024G 1631 Johann Ludwig Gottfried Newe Welt Vnd Americanische Historien. Frankfurt (Main), 1631..txtac_potentially_smelly_passages_1766.txt	annotator9.tsv
Geruch	Der Baum			wunderbarlichen							TRAVEL_ETHNOGRAPHY_024G 1631 Johann Ludwig Gottfried Newe Welt Vnd Americanische Historien. Frankfurt (Main), 1631..txtac_potentially_smelly_passages_1766.txt	annotator9.tsv
Geruchs	die Blum Joloſuchil			ſehr ſtarcken							TRAVEL_ETHNOGRAPHY_024G 1631 Johann Ludwig Gottfried Newe Welt Vnd Americanische Historien. Frankfurt (Main), 1631..txtac_potentially_smelly_passages_1766.txt	annotator9.tsv
wohlriechendem	Oel			wohlriechendem						taͤglich	TRAVEL_ETHNOGRAPHY_052G 1777 Engelbert Kaempfer Geschichte und Beschreibung von Japan. Hrsg. v. Christian Wilhelm von Dohm. Bd. 1. Lemgo, 1777.txtaf_potentially_smelly_passages_979.txt	annotator9.tsv
riechen	daran		ich								RELIGION_046G 1729 Joachim Lange Apostolisches Licht und Recht. Bd. 1. Halle, 1729.txtdw_potentially_smelly_passages_2094.txt	annotator9.tsv
riechen	die Fuß - ſtapffen		Waͤchter								TRAVEL_ETHNOGRAPHY_024G 1631 Johann Ludwig Gottfried Newe Welt Vnd Americanische Historien. Frankfurt (Main), 1631..txtao_potentially_smelly_passages_830.txt	annotator9.tsv
riechendes	Reizgas englischer Granaten				die Augen tränen machte | erschwert | erschwert	nach faulen Äpfeln			Boden		LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtab_potentially_smelly_passages_1511.txt	annotator9.tsv
riechendes	Reizgas					nach faulen Äpfeln					LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtab_potentially_smelly_passages_1511.txt	ger.tsv
riechen	die Spur des Entflohenen	an den Blättern der Bäume	Die Puris								TRAVEL_ETHNOGRAPHY_063G 1850 Ida Pfeiffer Eine Frauenfahrt um die Welt, Band 1. Wien, 1850.txtaa_potentially_smelly_passages_344.txt	annotator9.tsv
Geruchs	er										TRAVEL_ETHNOGRAPHY_052G 1777 Engelbert Kaempfer Geschichte und Beschreibung von Japan. Hrsg. v. Christian Wilhelm von Dohm. Bd. 1. Lemgo, 1777.txtaj_potentially_smelly_passages_1935.txt	annotator9.tsv
wohlriechende	Harze			wohlriechende							TRAVEL_ETHNOGRAPHY_052G 1777 Engelbert Kaempfer Geschichte und Beschreibung von Japan. Hrsg. v. Christian Wilhelm von Dohm. Bd. 1. Lemgo, 1777.txtaj_potentially_smelly_passages_1935.txt	annotator9.tsv
Geruch	ihres Rauchs	Harze									TRAVEL_ETHNOGRAPHY_052G 1777 Engelbert Kaempfer Geschichte und Beschreibung von Japan. Hrsg. v. Christian Wilhelm von Dohm. Bd. 1. Lemgo, 1777.txtaj_potentially_smelly_passages_1935.txt	annotator9.tsv
wohlriechenden	Sachen			wohlriechenden	anzuhalten						TRAVEL_ETHNOGRAPHY_052G 1777 Engelbert Kaempfer Geschichte und Beschreibung von Japan. Hrsg. v. Christian Wilhelm von Dohm. Bd. 1. Lemgo, 1777.txtaj_potentially_smelly_passages_1935.txt	annotator9.tsv
Geruch				fluͤchtigen				Ambra wird von den Einwohnern nicht anders gebraucht , als wie ein Zuſaz zu andern wohlriechenden Sachen			TRAVEL_ETHNOGRAPHY_052G 1777 Engelbert Kaempfer Geschichte und Beschreibung von Japan. Hrsg. v. Christian Wilhelm von Dohm. Bd. 1. Lemgo, 1777.txtaj_potentially_smelly_passages_1935.txt	annotator9.tsv
Geruch	Ne - gelken / Cardemom vnd Caneel oder Zimmet	Meethe		aromatiſchen				in ein Tuͤchlein / haͤn - gens ins Faß / vnd laſſen es mit gehren			TRAVEL_ETHNOGRAPHY_026G 1647 Adam Olearius Offt begehrte Beschreibung Der Newen Orientalischen Rejse. Schleswig, 1647..txtah_potentially_smelly_passages_2629.txt	annotator9.tsv
dampfte	Pferd							Er war jedenfalls ſehr raſch geritten			TRAVEL_ETHNOGRAPHY_067G 1892 Karl May Durchs Wilde Kurdistan. Freiburg (Breisgau) 1892.txtam_potentially_smelly_passages_1889.txt	annotator9.tsv
wohlriechend	Blitz-Pulver										MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtao_potentially_smelly_passages_1376.txt	annotator11.tsv
wohlriechenden	Poudre			wohlriechenden							MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtao_potentially_smelly_passages_1376.txt	annotator9.tsv
wohlriechend	Blitz-Pulver			wohlriechend							MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtao_potentially_smelly_passages_1376.txt	annotator9.tsv
Wohlgeruch	Fläſchlein			Wohlgeruch					aus Perſien		TRAVEL_ETHNOGRAPHY_067G 1892 Karl May Durchs Wilde Kurdistan. Freiburg (Breisgau) 1892.txtag_potentially_smelly_passages_488.txt	annotator9.tsv
Hamgeruch											MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtai_potentially_smelly_passages_858.txt	annotator11.tsv
riechen	kleinen Strauß		er								LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtae_potentially_smelly_passages_175.txt	annotator11.tsv
riechen	meinen kleinen Strauß		Engländer								LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtae_potentially_smelly_passages_175.txt	annotator9.tsv
Geruch	sie				heftig angreift	nach Osmium		auf der Kohle geglüht			TRAVEL_ETHNOGRAPHY_062G 1842 Gustav Rose Reise nach dem Ural, dem Altai und dem Kaspischen Meere. Band 2. Berlin, 1842.txtar_potentially_smelly_passages_1736.txt	annotator9.tsv
riechende	Schmierſeifen			ſtark | angenehm							HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtbo_potentially_smelly_passages_1006.txt	annotator11.tsv
riechende	Schmierſeifen			un - angenehm							HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtbo_potentially_smelly_passages_1006.txt	annotator9.tsv
stinkende	Stuhlentleerungen			stinkende	was immer einen Zustand von Paralyse anzeigt						MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtam_potentially_smelly_passages_1587.txt	annotator9.tsv
Verweſungsgeruch				Verweſungsgeruch | faule				Der Nervengeiſt behält blos noch das Vermögen , ſich einen atomiſtiſchen Leib oder vielmehr einen Scheinkörper anzubilden .			RELIGION_059G 1834 Justinus Kerner Geschichten Besessener neuerer Zeit. Karlsruhe, 1834.txtaf_potentially_smelly_passages_185.txt	annotator9.tsv
duftete					Wohl - geruch				mein Schlafzimmer		LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtae_potentially_smelly_passages_174.txt	annotator11.tsv
Wohl - geruch											LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtae_potentially_smelly_passages_174.txt	annotator11.tsv
Duft	Blume										LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtae_potentially_smelly_passages_174.txt	annotator11.tsv
Duft	Blume		mir		wie Tempelduft						LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtae_potentially_smelly_passages_174.txt	annotator11.tsv
Tempelduft											LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtae_potentially_smelly_passages_174.txt	annotator11.tsv
geruch	hohe Blume		ich	Wohl - geruch					mein Schlafzimmer	wie ich ſpät nach Hauſe kam	LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtae_potentially_smelly_passages_174.txt	annotator9.tsv
Duft	hohe Blume			Duft							LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtae_potentially_smelly_passages_174.txt	annotator9.tsv
Duft	Blume		Ich	Duft		wie Tempelduft					LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtae_potentially_smelly_passages_174.txt	annotator9.tsv
riechendes	Gummi			wol | guten							TRAVEL_ETHNOGRAPHY_026G 1647 Adam Olearius Offt begehrte Beschreibung Der Newen Orientalischen Rejse. Schleswig, 1647..txtau_potentially_smelly_passages_1372.txt	annotator9.tsv
Geruch	Gummi			guten					in einem Gemache		TRAVEL_ETHNOGRAPHY_026G 1647 Adam Olearius Offt begehrte Beschreibung Der Newen Orientalischen Rejse. Schleswig, 1647..txtau_potentially_smelly_passages_1372.txt	annotator9.tsv
Geruch	Das Plaun			keinen ſonderlichen							TRAVEL_ETHNOGRAPHY_026G 1647 Adam Olearius Offt begehrte Beschreibung Der Newen Orientalischen Rejse. Schleswig, 1647..txtau_potentially_smelly_passages_1372.txt	annotator9.tsv
riechet	nach der Laugen	die Aſche						ſo ſtuͤrtze das obere Faß auß / den gro - ben Sand / oder was im abſchlemmen geblieben iſt / das magſtu auffheben zum erſten / die ge - ſchlemmte Aſchen aber / laß uͤber Nacht ſtehen / biß ſich die Truͤbe geſetzet hat / dann zapffe das Waſſer nach gerad ab / biß auff die Aſchen / dann fuͤlle das Faß wieder mit friſchem Waſſer / ruͤhre die Aſchen wiederumh hurtig auff / decke das Faß mit einem Deckel wohl zu / und laß dieſelbe bey drey Wothen in dem Waſſer ſtehen / merck aber darneben / daß du allemahl umb den dritten Tag das Waſſer abzapffeſt / und wiederumb friſch Waſſer darauff fuͤlleſt / und fein hurtig auffgeruͤhret / ſo laugt ſich die Aſchen fein auß			SCIENCE_PHILOSOPHY_035G 1672 Lazarus Ercker Aula subterranea. Frankfurt (Main), 1672..txtab_potentially_smelly_passages_160.txt	annotator9.tsv
duftete	Strauß	an meinem Herzen									LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtae_potentially_smelly_passages_177.txt	annotator11.tsv
duftete	Strauß			duftete					an meinem Herzen		LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtae_potentially_smelly_passages_177.txt	annotator9.tsv
geruch	Blume			duftete | Wohl - geruch					mein Schlafzimmer		LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtae_potentially_smelly_passages_177.txt	annotator9.tsv
Duft	Blume			Duft							LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtae_potentially_smelly_passages_177.txt	annotator9.tsv
Geruch	Samens			je ſtaͤrker | deſto beſſer							HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtaa_potentially_smelly_passages_2288.txt	annotator11.tsv
riechen	er			nicht mehr ſtark							HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtaa_potentially_smelly_passages_2288.txt	annotator11.tsv
Geruch	ihm			ſtark							HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtaa_potentially_smelly_passages_2288.txt	annotator11.tsv
Geruch	er			je ſtaͤrker	deſto beſſer er iſt						HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtaa_potentially_smelly_passages_2288.txt	annotator9.tsv
riechen	er			nicht mehr ſtark				viel alter Same darunter ge - miſcht worden			HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtaa_potentially_smelly_passages_2288.txt	annotator9.tsv
Geruch	verdorbenen Samen			ſo ſtark							HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtaa_potentially_smelly_passages_2288.txt	annotator9.tsv
duftende	Stoffe			lieblich				während dieſer Gährungs - periode			HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtay_potentially_smelly_passages_64.txt	annotator11.tsv
Aroma	Wein										HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtay_potentially_smelly_passages_64.txt	annotator11.tsv
Bouquet	Wein										HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtay_potentially_smelly_passages_64.txt	annotator11.tsv
Blume	Wein										HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtay_potentially_smelly_passages_64.txt	annotator11.tsv
aromatiſche	Beſtandteile										HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtay_potentially_smelly_passages_64.txt	annotator11.tsv
duftende	Stoffe			lieblich duftende						Gährungs - periode	HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtay_potentially_smelly_passages_64.txt	annotator9.tsv
Geruch	Er			ſehr ſtarken | penetranten							HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtae_potentially_smelly_passages_198.txt	annotator11.tsv
Geruch	Er | Er			ſehr ſtarken | penetranten							HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtae_potentially_smelly_passages_198.txt	annotator9.tsv
